Partei,lfdnr,familienname,vorname,titel,Geb.,Beruf,PLZ,ORT,LPL,RPL
NEOS,70,Hetzel,Ludwig,Mag. LL.M.,1980,Jurist,1160,Wien,9,9F
NEOS,71,Wirl,Walter,MSc,1953,Kaufmann,3400,Klosterneuburg,3,3D
NEOS,72,Magometschnigg,Stefan,Mag.,1978,Angestellter,1070,Wien,9,9B
NEOS,73,Huber,Sebastian,Dr.,1964,Arzt,5020,Salzburg,5,5A
NEOS,74,Taudes,Elisabeth,\N,1970,Selbstständig,1080,Wien,9,9B
NEOS,75,Zechner,Robert,\N,1980,Angestellter,9020,Klagenfurt,2,2A
NEOS,76,Gschwindl,Daniela,\N,1985,Elementarpädagogin,2122,Münichsthal,3,3A
NEOS,77,Mayr,Michael,\N,1997,Zivildienstleistender,4974,Ort im Innkreis,4,4B
NEOS,78,Pengl,Sabine,\N,1977,Lerntrainerin,3435,Zwentendorf,3,3D
NEOS,79,Holzegger,Ines,\N,1993,Studentin,4484,Kronstorf,4,4A
NEOS,80,Decrinis,Paul Ludwig,Dipl. Ing.,1968,Schriftsteller,8010,Graz,6,6A
NEOS,81,Wressnig,Joachim,\N,1980,Kommunikationsberater,1040,Wien,9,9A
NEOS,82,Fürdös,Alexander,Dipl.-Ing.,1967,Selbstständig,1100,Wien,9,9D
NEOS,83,Grossmayer,Sebastian,\N,1988,Angestellter,1190,Wien,9,9F
NEOS,84,Frucht,Nimrod,\N,1949,Kaufmann,1180,Wien,9,9F
NEOS,85,Hofer-Gruber,Helmut,Mag.,1959,Unternehmensberater,2500,Baden,3,3F
NEOS,86,Roser,Christian,\N,1980,Angestellter,1080,Wien,9,9B
NEOS,87,Dundler,Monika,\N,1963,Lehrerin,1100,Wien,9,9D
NEOS,88,Volina,Hans,\N,1967,Unternehmer,9300,St. Veit,2,2D
NEOS,89,Hickl,Markus,"Mag. (FH), MSc.",1982,Technical Account Manager,1130,Wien,9,9E
NEOS,90,Syrek,Katarzyna,Mag.,1980,Juristin,1120,Wien,9,9D
NEOS,91,Uygur,Ismail,\N,1997,Zivildienstleistender,5023,Salzburg,5,5A
NEOS,92,Auer,Gerhard,\N,1960,Beamter,3340,Waidhofen an der Ybbs,3,3C
NEOS,93,Volko,Claus,Dipl.-Ing. Dr.,1983,Software-Entwickler,1230,Wien,9,9E
NEOS,94,Steiner,Manfred,\N,1964,Angestellter,4611,Buchkirchen,4,4C
NEOS,95,Amon,Martin,Dipl.-Ing. (FH) MSc,1978,Projektmanager,2700,Wiener Neustadt,3,3E
NEOS,96,Theiner,Wolfgang,\N,1969,Angestellter,1150,Wien,9,9E
NEOS,97,Schweighofer,Erich,Mag. DDr.,1960,Universitätsprofessor,1130,Wien,6,6D
NEOS,98,Hölzl,Alexander,\N,1994,Student,3910,Zwettl,3,3B
NEOS,99,Scheibl,Wolfgang,\N,1985,Sozialhelfer,8020,Graz,6,6A
NEOS,100,Tomic,Dusan,Dipl.-Ing. Dr.,1965,Projektkoordinator,1040,Wien,9,9A
NEOS,101,Sob,Brigitte,Dr.,1960,Wissenschafterin,1140,Wien,9,9E
NEOS,102,Hackenberg-Anfried,Markus,\N,1992,Kindergruppenbetreuer,2120,Wolkersdorf,3,3A
NEOS,103,Kirchmauer,Alexander,Mag. LL.M.,1980,Rechtsanwalt,3100,St. Pölten,3,3D
NEOS,104,Kapeller,Heimo,Ing.,1970,Unternehmer,8430,Leibnitz,6,6C
NEOS,105,Paces,Peter,\N,1973,Selbstständig,1190,Wien,9,9F
NEOS,106,Gradinaru,Felix,\N,1996,Unternehmer,1050,Wien,9,9A
NEOS,107,Aichinger,René,Mag.,1972,Angestellter,4020,Linz,4,4A
NEOS,108,Allesch,Christian,Dr.,1951,Universitätsdozent,5020,Salzburg,5,5A
NEOS,109,Almer,Georg Sebastian,\N,1996,Rettungssanitäter,8224,Kaindorf,6,6B
NEOS,110,Aufmesser,Thomas,Ing.,1972,Angestellter,7100,Neusiedl am See,1,1A
NEOS,111,Bacher,Max,\N,1994,Student,5671,Mariapfarr,5,5C
NEOS,112,Bachleitner,Johannes,\N,1992,Student,1130,Wien,9,9E
NEOS,113,Bärntatz,Hermann,"MAS, MTD",1964,Unternehmer,9800,Spittal,2,2C
NEOS,114,Bayer,Hubert,\N,1978,Bankangestellter,2700,Wiener Neustadt,3,3E
NEOS,115,Beck,Karin,\N,1955,Unternehmerin,6922,Wolfurt,\N,8A
NEOS,116,Beranek,Alexandra,\N,1975,Angestellte,2481,Achau,3,3F
NEOS,117,Berger,Johann Heinrich Otto,Mag.,1958,Tierarzt,5270,Mauerkirchen,4,4B
NEOS,118,Bergler,Christian,\N,1973,Technischer Angestellter,5301,Eugendorf,5,5B
NEOS,119,Bergner,Hannes,\N,1974,Angestellter,9560,Feldkirchen,2,2C
NEOS,120,Bitschnau,Andreas,MPA,1988,Unternehmer,6020,Innsbruck,7,\N
NEOS,121,Blumthaler,Wolfgang,\N,1991,Student,6100,Seefeld in Tirol,\N,7B
NEOS,122,Brottrager,Magdalena,Mag.,1985,Angestellte,3324,Euratsfeld,3,3C
NEOS,123,Bucher,Birgit,Mag.,1977,Angestellte,9201,Krumpendorf,2,2A
NEOS,124,Bürger,Franz,\N,1963,Unternehmer,9201,Krumpendorf,2,2A
NEOS,125,Buxbaum,Dietmar,Dipl.-Ing. (FH),1969,Unternehmer,7061,Trausdorf,1,1A
NEOS,126,Collini,Indra,Mag.,1970,Angestellte,2345,Brunn am Gebirge,3,3F
NEOS,127,Collini,Lothar,\N,1945,Unternehmer,6833,Klaus,8,\N
NEOS,128,Collini,Elisabeth,\N,1950,Unternehmerin,6833,Klaus,\N,8B
NEOS,129,Cottogni,Birgit,Mag.,1962,Selbstständig,1180,Wien,9,\N
