Partei,Lfd. Nr.,Familienname,Vorname,Titel,Geb. Jahr,Beruf,PLZ,Ort,LPL,RPL
FPÖ,42,Ries,Christian,\N,1972,Kriminalbeamter,7071,Rust,1,1A
FPÖ,43,Hauser,Gerald,Mag.,1961,Lehrer,9963,St.Jakob in Defereggen,7,7E
FPÖ,44,Ragger,Christian,Mag.,1973,Jurist,9413,Frantschach,2,2D
FPÖ,45,Themessl,Bernhard,\N,1951,Versicherungskaufmann,6845,Hohenems,8,8A
FPÖ,46,Haider,Roman,Mag.,1967,Unternehmensberater,4082,Aschach an der Donau,4,4C
FPÖ,47,Zanger,Wolfgang,\N,1968,Abgeordneter zum Nationalrat,8734,Lobmingtal,6,6D
FPÖ,48,Lausch,Christian,\N,1969,Justizwachebeamter,2020,Hollabrunn,3,3A
FPÖ,49,Matiasek,Veronika,\N,1958,2. Landtagspräsidentin,1170,Wien,9,\N
FPÖ,50,Schöppl,Andreas,Dr.,1961,Rechtsanwalt,5020,Salzburg,5,5A
FPÖ,51,Karlovits,Stefanie,BA,1990,Klubdirektorin,7473,Hannersdorf,1,1B
FPÖ,52,Knestel,Volker Ulrich Benjamin,\N,1974,Angestellter,3400,Klosterneuburg,\N,\N
FPÖ,53,Graf,Martin,Mag. Dr.,1960,Selbstständig,1220,Wien,9,9G
FPÖ,54,Leyroutz,Christian,Mag,1970,Jurist,9020,Klagenfurt,2,2A
FPÖ,55,Längle,Christoph,\N,1979,Mitglied des Bundesrates,6840,Götzis,8,8B
FPÖ,56,Brückl,Hermann,\N,1968,Diplomrechtspfleger,4770,Andorf,4,4B
FPÖ,57,Kassegger,Axel,MMMag. Dr.,1966,Unternehmer,8041,Graz,6,6A
FPÖ,58,Herbert,Werner,\N,1963,Polizeibeamter,2433,Margarethen am Moos,3,3G
FPÖ,59,Schmidt,Elisabeth,\N,1974,Landtagsabgeordnete,1230,Wien,9,9G
FPÖ,60,Pewny,Christian,Ing.,1967,Unternehmer,5550,Radstadt,5,5C
FPÖ,61,Tschürtz,Johann,\N,1959,Polizeibeamter,7020,Loipersbach,1,\N
FPÖ,62,Neururer,Wolfgang,\N,1967,Landwirt,6460,Imst,7,7D
FPÖ,63,Linder,Maximilian,\N,1965,Gast- und Landwirt,9542,Afritz am See,2,2B
FPÖ,64,Kinz,Hubert Ferdinand,Dr.,1960,Rechtsanwalt,6900,Bregenz,8,8A
FPÖ,65,Schrangl,Philipp,Mag.,1985,Notariatskandidat,4020,Linz,4,4A
FPÖ,66,Rauch,Walter,\N,1978,Vertragsbediensteter,8344,Bad Gleichenberg,6,6B
FPÖ,67,Schmiedlechner,Peter,\N,1982,Landwirt,2813,Lichtenegg,3,3E
FPÖ,68,Fuchs,Hubert,MMag. DDr.,1969,Steuerberater,1190,Wien,9,9D
FPÖ,69,Reifenberger,Volker,Ing. Mag.,1979,Notariatskandidat,5026,Salzburg,5,5B
FPÖ,70,Petschnig,Alexander,MMag.,1973,Finanzbeamter,7142,Illmitz,1,\N
FPÖ,71,Leitner,Guido,\N,1976,Bauleiter,6361,Hofpfgarten im Brixental,7,7C
FPÖ,72,Darmann,Gernot,Mag.,1975,Jurist,9020,Klagenfurt,2,\N
FPÖ,73,Kerbleder,Andrea,\N,1976,Trainerin,6800,Feldkirch,8,8B
